election_name,n_cands,sigma_UM_worst_case_asin,sigma_UM_winner_set_worst_case_asin,sigma_IIA_winner_set_average,sigma_IIA_average
aberdeenshire_2012_ward1,5,1.0,1.0,1.0,1.0
orkney_2022_ward6,5,1.0,1.0,1.0,1.0
shetland_2017_ward4,5,1.0,1.0,1.0,1.0
moray_2012_ward3,5,1.0,1.0,1.0,1.0
dumgal_2022_ward6,5,1.0,1.0,1.0,1.0
edinburgh_2017_ward3,5,1.0,1.0,1.0,1.0
midlothian_2012_ward6,5,1.0,1.0,1.0,1.0
dumgal_2017_ward7,5,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward7,5,1.0,1.0,1.0,1.0
moray_2017_ward2,5,1.0,1.0,1.0,1.0
moray_2012_ward2,5,1.0,1.0,1.0,1.0
edinburgh_2017_ward15,5,1.0,1.0,1.0,1.0
west_dunbartonshire_2022_ward1,5,1.0,1.0,1.0,1.0
angus_2017_ward4,5,1.0,1.0,1.0,1.0
south_lanarkshire_2022_ward2,5,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward16,5,1.0,1.0,1.0,1.0
inverclyde_2012_ward1,5,1.0,1.0,1.0,1.0
highland_2022_east_sutherland,5,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward6,5,1.0,1.0,1.0,1.0
falkirk_2012_ward1,5,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward12,5,1.0,1.0,1.0,1.0
moray_2012_ward4,5,1.0,1.0,1.0,1.0
orkney_2017_ward5,5,1.0,1.0,1.0,1.0
inverclyde_2022_ward7,5,1.0,1.0,1.0,1.0
perth_kinross_2012_ward5,5,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward14,5,1.0,1.0,1.0,1.0
falkirk_2012_ward6,5,1.0,1.0,1.0,1.0
eilean_siar_2012_ward8,5,1.0,1.0,1.0,1.0
highland_2022_wester_ross_strathpeffer_and_lochalsh,5,1.0,1.0,1.0,1.0
shetland_2012_ward1,5,1.0,1.0,1.0,1.0
shetland_2017_ward1,5,1.0,1.0,1.0,1.0
moray_2022_ward1,5,1.0,1.0,1.0,1.0
dumgal_2022_ward2,5,1.0,1.0,1.0,1.0
dumgal_2022_ward8,5,1.0,1.0,1.0,1.0
edinburgh_2017_ward13,5,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward5,5,1.0,1.0,1.0,1.0
dumgal_2012_ward9,5,1.0,1.0,1.0,1.0
fife_2012_ward9,5,1.0,1.0,1.0,1.0
west_dunbartonshire_2022_ward4,5,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward5,5,1.0,1.0,1.0,1.0
sc_borders_2012_ward6,5,1.0,1.0,1.0,1.0
falkirk_2012_ward9,5,1.0,1.0,1.0,1.0
fife_2012_ward2,5,1.0,1.0,1.0,1.0
edinburgh_2022_ward15,5,1.0,1.0,1.0,1.0
west_dunbartonshire_2017_ward4,5,1.0,1.0,1.0,1.0
highland_2022_fort_william,5,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward7,5,1.0,1.0,1.0,1.0
east_renfrewshire_2012_ward3,5,1.0,1.0,1.0,1.0
sc_borders_2017_ward2,5,1.0,1.0,1.0,1.0
west_lothian_2012_ward9,5,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward16,5,1.0,1.0,1.0,1.0
clackmannanshire_2012_ward4,5,1.0,1.0,1.0,1.0
highland_2012_ward3,5,1.0,1.0,1.0,1.0
renfrewshire_2022_ward10,5,1.0,1.0,1.0,1.0
eilean_siar_2017_ward7,5,1.0,1.0,1.0,1.0
shetland_2022_ward5,5,1.0,1.0,1.0,1.0
eilean_siar_2022_ward8,5,1.0,1.0,1.0,1.0
east_ayrshire_2017_ward5,5,1.0,1.0,1.0,1.0
falkirk_2012_ward4,5,1.0,1.0,1.0,1.0
perth_kinross_2012_ward1,5,1.0,1.0,1.0,1.0
aberdeen_2022_ward11,5,1.0,1.0,1.0,1.0
perth_kinross_2012_ward7,5,1.0,1.0,1.0,1.0
west_dunbartonshire_2022_ward5,5,1.0,1.0,1.0,1.0
moray_2022_ward4,5,1.0,1.0,1.0,1.0
moray_2012_ward6,5,1.0,1.0,1.0,1.0
dumgal_2012_ward7,5,1.0,1.0,1.0,1.0
angus_2017_ward6,5,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward7,5,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward16,5,1.0,1.0,1.0,1.0
orkney_2022_ward5,5,1.0,1.0,1.0,1.0
renfrewshire_2017_ward11,5,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward13,5,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward10,5,1.0,1.0,1.0,1.0
shetland_2017_ward7,5,1.0,1.0,1.0,1.0
renfrewshire_2022_ward11,5,1.0,1.0,1.0,1.0
fife_2012_ward18,5,1.0,1.0,1.0,1.0
angus_2022_ward2,5,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward4,5,1.0,1.0,1.0,1.0
perth_kinross_2012_ward3,5,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward4,5,1.0,1.0,1.0,1.0
east_lothian_2012_ward2,5,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward21,5,1.0,1.0,1.0,1.0
highland_2022_tain_and_easter_ross,5,1.0,1.0,1.0,1.0
shetland_2022_ward7,5,1.0,1.0,1.0,1.0
moray_2022_ward2,5,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward3,5,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward15,5,1.0,1.0,1.0,1.0
inverclyde_2017_ward1,5,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward15,5,1.0,1.0,1.0,1.0
dumgal_2017_ward11,5,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward9,5,1.0,1.0,1.0,1.0
dumgal_2022_ward7,5,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward10,6,1.0,1.0,1.0,1.0
renfrewshire_2022_ward8,6,1.0,1.0,1.0,1.0
sc_borders_2012_ward5,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward1,6,1.0,1.0,1.0,1.0
shetland_2017_ward3,6,1.0,1.0,1.0,1.0
argyll_bute_2012_ward8,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward19,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward7,6,1.0,1.0,1.0,1.0
clackmannanshire_2017_ward3,6,1.0,1.0,1.0,1.0
west_lothian_2022_ward1,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward8,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward11,6,1.0,1.0,1.0,1.0
inverclyde_2022_ward6,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward6,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward4,6,1.0,1.0,1.0,1.0
angus_2022_ward7,6,1.0,1.0,1.0,1.0
stirling_2012_ward6,6,1.0,1.0,1.0,1.0
edinburgh_2017_ward8,6,1.0,1.0,1.0,1.0
shetland_2012_ward4,6,1.0,1.0,1.0,1.0
west_lothian_2012_ward6,6,1.0,1.0,1.0,1.0
fife_2022_ward13,6,1.0,1.0,1.0,1.0
moray_2022_ward5,6,1.0,1.0,1.0,1.0
dumgal_2022_ward10,6,1.0,1.0,1.0,1.0
moray_2012_ward1,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2017_ward3,6,1.0,1.0,1.0,1.0
eilean_siar_2017_ward5,6,1.0,1.0,1.0,1.0
highland_2022_wick_and_east_caithness,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward9,6,1.0,1.0,1.0,1.0
argyll_bute_2017_ward2,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward14,6,1.0,1.0,1.0,1.0
falkirk_2017_ward1,6,1.0,1.0,1.0,1.0
inverclyde_2017_ward3,6,1.0,1.0,1.0,1.0
eilean_siar_2012_ward9,6,1.0,1.0,1.0,1.0
sc_borders_2022_ward1,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2022_ward5,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward10,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward8,6,1.0,1.0,1.0,1.0
edinburgh_2022_ward14,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward2,6,1.0,1.0,1.0,1.0
moray_2022_ward7,6,1.0,1.0,1.0,1.0
east_lothian_2017_ward6,6,1.0,1.0,1.0,1.0
angus_2012_ward8,6,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward14,6,1.0,1.0,1.0,1.0
stirling_2017_ward5,6,1.0,1.0,1.0,1.0
edinburgh_2017_ward11,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward12,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward15,6,1.0,1.0,1.0,1.0
angus_2017_ward1,6,1.0,1.0,1.0,1.0
argyll_bute_2017_ward6,6,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward1,6,1.0,1.0,1.0,1.0
edinburgh_2012_ward6,6,1.0,1.0,1.0,1.0
edinburgh_2012_ward11,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward8,6,0.9619546755549916,0.9619546755549916,0.9583333333333334,0.9833333333333333
fife_2022_ward18,6,1.0,1.0,1.0,1.0
west_lothian_2012_ward2,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2017_ward5,6,1.0,1.0,1.0,1.0
clackmannanshire_2012_ward3,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward13,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward11,6,1.0,1.0,1.0,1.0
perth_kinross_2022_ward7,6,1.0,1.0,1.0,1.0
edinburgh_2012_ward9,6,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward7,6,1.0,1.0,1.0,1.0
midlothian_2017_ward1,6,1.0,1.0,1.0,1.0
inverclyde_2012_ward4,6,1.0,1.0,1.0,1.0
falkirk_2022_ward1,6,1.0,1.0,1.0,1.0
south_lanarkshire_2022_ward13,6,1.0,1.0,1.0,1.0
perth_kinross_2017_ward4,6,1.0,1.0,1.0,1.0
eilean_siar_2022_ward7,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward18,6,1.0,1.0,1.0,1.0
west_lothian_2012_ward1,6,1.0,1.0,1.0,1.0
north_ayrshire_2022_arran,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward9,6,1.0,1.0,1.0,1.0
inverclyde_2017_ward2,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward14,6,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward7,6,1.0,1.0,1.0,1.0
dumgal_2012_ward6,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward4,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2017_ward2,6,1.0,1.0,1.0,1.0
sc_borders_2022_ward10,6,1.0,1.0,1.0,1.0
north_ayrshire_2017_ward2,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward15,6,1.0,1.0,1.0,1.0
sc_borders_2012_ward1,6,1.0,1.0,1.0,1.0
moray_2022_ward8,6,1.0,1.0,1.0,1.0
highland_2012_ward17,6,1.0,1.0,1.0,1.0
eilean_siar_2012_ward2,6,1.0,1.0,1.0,1.0
orkney_2022_ward4,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward16,6,1.0,1.0,1.0,1.0
south_ayrshire_2022_ward7,6,1.0,1.0,1.0,1.0
midlothian_2017_ward5,6,1.0,1.0,1.0,1.0
eilean_siar_2017_ward8,6,1.0,1.0,1.0,1.0
orkney_2022_ward3,6,1.0,1.0,1.0,1.0
aberdeen_2017_ward10,6,1.0,1.0,1.0,1.0
south_ayrshire_2022_ward6,6,1.0,1.0,1.0,1.0
sc_borders_2012_ward4,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward2,6,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward16,6,1.0,1.0,1.0,1.0
renfrewshire_2012_ward10,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward10,6,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward1,6,0.9694471335883384,0.9694471335883384,0.9444444444444443,0.9833333333333333
aberdeenshire_2012_ward9,6,1.0,1.0,1.0,1.0
north_ayrshire_2017_ward8,6,1.0,1.0,1.0,1.0
perth_kinross_2017_ward3,6,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward2,6,1.0,1.0,1.0,1.0
dumgal_2012_ward3,6,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward3,6,1.0,1.0,1.0,1.0
north_ayrshire_2022_kilwinning,6,1.0,1.0,1.0,1.0
east_renfrewshire_2012_ward6,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward6,6,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward5,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward12,6,1.0,1.0,1.0,1.0
sc_borders_2017_ward6,6,1.0,1.0,1.0,1.0
highland_2017_ward15,6,1.0,1.0,1.0,1.0
falkirk_2017_ward2,6,1.0,1.0,1.0,1.0
angus_2012_ward7,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward20,6,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward6,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2022_ward2,6,1.0,1.0,1.0,1.0
aberdeen_2022_ward7,6,1.0,1.0,1.0,1.0
perth_kinross_2022_ward6,6,1.0,1.0,1.0,1.0
aberdeen_2012_ward11,6,1.0,1.0,1.0,1.0
edinburgh_2017_ward9,6,1.0,1.0,1.0,1.0
east_lothian_2017_ward4,6,1.0,1.0,1.0,1.0
falkirk_2012_ward5,6,1.0,1.0,1.0,1.0
falkirk_2022_ward7,6,1.0,1.0,1.0,1.0
sc_borders_2012_ward2,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward7,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward14,6,1.0,1.0,1.0,1.0
falkirk_2022_ward5,6,1.0,1.0,1.0,1.0
moray_2017_ward6,6,1.0,1.0,1.0,1.0
midlothian_2022_ward5,6,0.9574927665208375,1.0,1.0,0.9833333333333333
dumgal_2017_ward12,6,1.0,1.0,1.0,1.0
highland_2022_thurso,6,1.0,1.0,1.0,1.0
perth_kinross_2017_ward1,6,1.0,1.0,1.0,1.0
fife_2012_ward7,6,1.0,1.0,1.0,1.0
fife_2012_ward20,6,1.0,1.0,1.0,1.0
eilean_siar_2017_ward9,6,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward1,6,1.0,1.0,1.0,1.0
stirling_2012_ward3,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward9,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward7,6,1.0,1.0,1.0,1.0
east_ayrshire_2017_ward3,6,1.0,1.0,1.0,1.0
sc_borders_2017_ward10,6,1.0,1.0,1.0,1.0
east_lothian_2012_ward7,6,1.0,1.0,1.0,1.0
dumgal_2017_ward4,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward17,6,1.0,1.0,1.0,1.0
dumgal_2012_ward8,6,1.0,1.0,1.0,1.0
falkirk_2017_ward5,6,1.0,1.0,1.0,1.0
highland_2017_ward7,6,1.0,1.0,1.0,1.0
falkirk_2017_ward6,6,1.0,1.0,1.0,1.0
inverclyde_2012_ward2,6,1.0,1.0,1.0,1.0
glasgow_2022_ward12,6,1.0,1.0,1.0,1.0
angus_2012_ward2,6,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward2,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward16,6,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward18,6,1.0,1.0,1.0,1.0
fife_2017_ward20,6,1.0,1.0,1.0,1.0
south_lanarkshire_2022_ward17,6,1.0,1.0,1.0,1.0
north_ayrshire_2012_ward8,6,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward3,6,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward11,6,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward6,6,1.0,1.0,1.0,1.0
argyll_bute_2022_ward2,6,0.9644488744416593,1.0,1.0,0.9833333333333333
moray_2022_ward6,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward1,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2017_ward1,6,1.0,1.0,1.0,1.0
renfrewshire_2022_ward12,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward4,6,1.0,1.0,1.0,1.0
west_lothian_2017_ward9,6,1.0,1.0,1.0,1.0
argyll_bute_2012_ward7,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2022_ward6,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward6,6,1.0,1.0,1.0,1.0
clackmannanshire_2017_ward5,6,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward3,6,1.0,1.0,1.0,1.0
inverclyde_2022_ward2,6,1.0,1.0,1.0,1.0
sc_borders_2022_ward4,6,1.0,1.0,1.0,1.0
stirling_2012_ward1,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward11,6,1.0,1.0,1.0,1.0
dundee_2012_ward8,6,1.0,1.0,1.0,1.0
east_lothian_2012_ward5,6,1.0,1.0,1.0,1.0
perth_kinross_2017_ward9,6,1.0,1.0,1.0,1.0
angus_2012_ward4,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward2,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2012_ward3,6,1.0,1.0,1.0,1.0
argyll_bute_2012_ward3,6,1.0,1.0,1.0,1.0
east_ayrshire_2012_ward9,6,1.0,1.0,1.0,1.0
east_lothian_2012_ward6,6,1.0,1.0,1.0,1.0
midlothian_2012_ward1,6,1.0,1.0,1.0,1.0
perth_kinross_2012_ward9,6,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward12,6,1.0,1.0,1.0,1.0
glasgow_2022_ward11,6,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward12,6,1.0,1.0,1.0,1.0
south_lanarkshire_2022_ward16,6,0.9686963248952649,0.9686963248952649,0.9166666666666666,0.9833333333333333
argyll_bute_2012_ward10,6,1.0,1.0,1.0,1.0
edinburgh_2017_ward10,6,1.0,1.0,1.0,1.0
inverclyde_2022_ward3,6,1.0,1.0,1.0,1.0
south_ayrshire_2017_ward8,6,1.0,1.0,1.0,1.0
fife_2012_ward8,6,1.0,1.0,1.0,1.0
perth_kinross_2012_ward6,6,1.0,1.0,1.0,1.0
fife_2012_ward12,6,1.0,1.0,1.0,1.0
aberdeenshire_2017_ward5,6,0.9511521467639128,1.0,1.0,0.9833333333333333
perth_kinross_2022_ward9,6,1.0,1.0,1.0,1.0
east_dunbartonshire_2022_ward1,6,1.0,1.0,1.0,1.0
north_lanarkshire_2012_ward20,6,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward5,6,1.0,1.0,1.0,1.0
shetland_2022_ward4,6,1.0,1.0,1.0,1.0
fife_2017_ward19,7,1.0,1.0,1.0,1.0
east_renfrewshire_2012_ward5,7,1.0,1.0,1.0,1.0
dumgal_2022_ward11,7,1.0,1.0,1.0,1.0
glasgow_2022_ward20,7,1.0,1.0,1.0,1.0
clackmannanshire_2012_ward1,7,1.0,1.0,1.0,1.0
highland_2017_ward8,7,1.0,1.0,1.0,1.0
edinburgh_2022_ward6,7,1.0,1.0,1.0,1.0
clackmannanshire_2022_ward1,7,1.0,1.0,1.0,1.0
fife_2017_ward2,7,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward7,7,1.0,1.0,1.0,1.0
south_ayrshire_2012_ward4,7,1.0,1.0,1.0,1.0
highland_2012_ward15,7,1.0,1.0,1.0,1.0
highland_2017_ward16,7,1.0,1.0,1.0,1.0
west_dunbartonshire_2017_ward3,7,1.0,1.0,1.0,1.0
fife_2012_ward3,7,1.0,1.0,1.0,1.0
dundee_2012_ward3,7,1.0,1.0,1.0,1.0
inverclyde_2012_ward6,7,1.0,1.0,1.0,1.0
sc_borders_2022_ward8,7,1.0,1.0,1.0,1.0
orkney_2012_ward5,7,1.0,1.0,1.0,1.0
south_lanarkshire_2017_ward9,7,1.0,1.0,1.0,1.0
angus_2022_ward1,7,1.0,1.0,1.0,1.0
fife_2017_ward10,7,1.0,1.0,1.0,1.0
angus_2017_ward2,7,1.0,1.0,1.0,1.0
sc_borders_2022_ward6,7,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward17,7,0.943606809190286,0.943606809190286,0.9523809523809524,0.9904761904761905
aberdeen_2022_ward9,7,1.0,1.0,1.0,1.0
renfrewshire_2012_ward6,7,1.0,1.0,1.0,1.0
orkney_2017_ward2,7,1.0,1.0,1.0,1.0
falkirk_2022_ward3,7,1.0,1.0,1.0,1.0
edinburgh_2012_ward5,7,1.0,1.0,1.0,1.0
argyll_bute_2017_ward3,7,1.0,1.0,1.0,1.0
south_lanarkshire_2012_ward19,7,1.0,1.0,1.0,1.0
east_renfrewshire_2022_ward3,7,1.0,1.0,1.0,1.0
fife_2017_ward8,7,1.0,1.0,1.0,1.0
renfrewshire_2022_ward7,7,1.0,1.0,1.0,1.0
west_lothian_2012_ward4,7,1.0,1.0,1.0,1.0
fife_2022_ward11,7,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward15,7,1.0,1.0,1.0,1.0
perth_kinross_2012_ward2,7,1.0,1.0,1.0,1.0
orkney_2017_ward4,7,1.0,1.0,1.0,1.0
inverclyde_2017_ward5,7,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward9,7,1.0,1.0,1.0,1.0
stirling_2012_ward7,7,1.0,1.0,1.0,1.0
aberdeen_2012_ward4,7,0.9709550152409689,0.9709550152409689,0.9285714285714286,0.9904761904761905
glasgow_2022_ward22,7,1.0,1.0,1.0,1.0
fife_2012_ward11,7,1.0,1.0,1.0,1.0
dundee_2012_ward5,7,1.0,1.0,1.0,1.0
renfrewshire_2012_ward9,7,1.0,1.0,1.0,1.0
renfrewshire_2012_ward11,7,1.0,1.0,1.0,1.0
highland_2017_ward13,7,1.0,1.0,1.0,1.0
north_lanarkshire_2022_ward11,7,1.0,1.0,1.0,1.0
aberdeen_2022_ward3,7,1.0,1.0,1.0,1.0
dumgal_2022_ward9,7,1.0,1.0,1.0,1.0
east_ayrshire_2017_ward4,7,1.0,1.0,1.0,1.0
fife_2012_ward13,7,1.0,1.0,1.0,1.0
dundee_2012_ward7,7,1.0,1.0,1.0,1.0
renfrewshire_2017_ward10,7,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward6,7,1.0,1.0,1.0,1.0
aberdeenshire_2012_ward8,7,1.0,1.0,1.0,1.0
north_ayrshire_2017_ward9,7,1.0,1.0,1.0,1.0
aberdeenshire_2022_ward13,7,1.0,1.0,1.0,1.0
north_lanarkshire_2017_ward21,7,1.0,1.0,1.0,1.0
highland_2017_ward11,7,1.0,1.0,1.0,1.0
perth_kinross_2022_ward2,7,1.0,1.0,1.0,1.0
argyll_bute_2012_ward1,7,1.0,1.0,1.0,1.0
edinburgh_2012_ward8,7,1.0,1.0,1.0,1.0
renfrewshire_2017_ward2,7,1.0,1.0,1.0,1.0
north_ayrshire_2017_ward10,7,1.0,1.0,1.0,1.0
moray_2012_ward5,7,1.0,1.0,1.0,1.0
inverclyde_2017_ward6,7,1.0,1.0,1.0,1.0
north_ayrshire_2012_ward6,7,1.0,1.0,1.0,1.0
orkney_2012_ward3,7,1.0,1.0,1.0,1.0
east_ayrshire_2022_ward3,7,1.0,1.0,1.0,1.0
dumgal_2017_ward10,7,1.0,1.0,1.0,1.0
midlothian_2017_ward3,7,1.0,1.0,1.0,1.0
sc_borders_2012_ward7,7,1.0,1.0,1.0,1.0
edinburgh_2012_ward13,7,0.9721225516508749,0.9721225516508749,0.9285714285714286,0.9904761904761905
fife_2022_ward16,7,1.0,1.0,1.0,1.0
fife_2017_ward4,7,1.0,1.0,1.0,1.0
perth_kinross_2022_ward11,7,1.0,1.0,1.0,1.0
edinburgh_2022_ward8,7,1.0,1.0,1.0,1.0
fife_2017_ward7,7,1.0,1.0,1.0,1.0
